Inf;Sup;null
2005-06-07, 18:00:00,000;2005-06-07, 18:59:59,999;324.0
2005-06-07, 19:00:00,000;2005-06-07, 19:59:59,999;268.0
2005-06-07, 20:00:00,000;2005-06-07, 20:59:59,999;235.0
2005-06-07, 21:00:00,000;2005-06-07, 21:59:59,999;295.0
2005-06-07, 22:00:00,000;2005-06-07, 22:59:59,999;323.0
2005-06-07, 23:00:00,000;2005-06-07, 23:59:59,999;102.0
2005-06-08, 00:00:00,000;2005-06-08, 00:59:59,999;56.0
2005-06-08, 01:00:00,000;2005-06-08, 01:59:59,999;37.0
2005-06-08, 02:00:00,000;2005-06-08, 02:59:59,999;31.0
2005-06-08, 03:00:00,000;2005-06-08, 03:59:59,999;31.0
2005-06-08, 04:00:00,000;2005-06-08, 04:59:59,999;37.0
2005-06-08, 05:00:00,000;2005-06-08, 05:59:59,999;86.0
2005-06-08, 06:00:00,000;2005-06-08, 06:59:59,999;271.0
2005-06-08, 07:00:00,000;2005-06-08, 07:59:59,999;462.0
2005-06-08, 08:00:00,000;2005-06-08, 08:59:59,999;484.0
2005-06-08, 09:00:00,000;2005-06-08, 09:59:59,999;409.0
2005-06-08, 10:00:00,000;2005-06-08, 10:59:59,999;302.0
2005-06-08, 11:00:00,000;2005-06-08, 11:59:59,999;267.0
2005-06-08, 12:00:00,000;2005-06-08, 12:59:59,999;307.0
2005-06-08, 13:00:00,000;2005-06-08, 13:59:59,999;301.0
2005-06-08, 14:00:00,000;2005-06-08, 14:59:59,999;397.0
2005-06-08, 15:00:00,000;2005-06-08, 15:59:59,999;461.0
2005-06-08, 16:00:00,000;2005-06-08, 16:59:59,999;469.0
2005-06-08, 17:00:00,000;2005-06-08, 17:59:59,999;363.0
2005-06-08, 18:00:00,000;2005-06-08, 18:59:59,999;309.0
2005-06-08, 19:00:00,000;2005-06-08, 19:59:59,999;299.0
2005-06-08, 20:00:00,000;2005-06-08, 20:59:59,999;230.0
2005-06-08, 21:00:00,000;2005-06-08, 21:59:59,999;323.0
2005-06-08, 22:00:00,000;2005-06-08, 22:59:59,999;226.0
2005-06-08, 23:00:00,000;2005-06-08, 23:59:59,999;120.0
2005-06-09, 00:00:00,000;2005-06-09, 00:59:59,999;64.0
2005-06-09, 01:00:00,000;2005-06-09, 01:59:59,999;38.0
2005-06-09, 02:00:00,000;2005-06-09, 02:59:59,999;36.0
2005-06-09, 03:00:00,000;2005-06-09, 03:59:59,999;26.0
2005-06-09, 04:00:00,000;2005-06-09, 04:59:59,999;35.0
2005-06-09, 05:00:00,000;2005-06-09, 05:59:59,999;83.0
2005-06-09, 06:00:00,000;2005-06-09, 06:59:59,999;249.0
2005-06-09, 07:00:00,000;2005-06-09, 07:59:59,999;499.0
2005-06-09, 08:00:00,000;2005-06-09, 08:59:59,999;406.0
2005-06-09, 09:00:00,000;2005-06-09, 09:59:59,999;376.0
2005-06-09, 10:00:00,000;2005-06-09, 10:59:59,999;310.0
2005-06-09, 11:00:00,000;2005-06-09, 11:59:59,999;276.0
2005-06-09, 12:00:00,000;2005-06-09, 12:59:59,999;249.0
2005-06-09, 13:00:00,000;2005-06-09, 13:59:59,999;286.0
2005-06-09, 14:00:00,000;2005-06-09, 14:59:59,999;356.0
2005-06-09, 15:00:00,000;2005-06-09, 15:59:59,999;432.0
2005-06-09, 16:00:00,000;2005-06-09, 16:59:59,999;419.0
2005-06-09, 17:00:00,000;2005-06-09, 17:59:59,999;339.0
2005-06-09, 18:00:00,000;2005-06-09, 18:59:59,999;343.0
2005-06-09, 19:00:00,000;2005-06-09, 19:59:59,999;290.0
2005-06-09, 20:00:00,000;2005-06-09, 20:59:59,999;213.0
2005-06-09, 21:00:00,000;2005-06-09, 21:59:59,999;255.0
2005-06-09, 22:00:00,000;2005-06-09, 22:59:59,999;183.0
2005-06-09, 23:00:00,000;2005-06-09, 23:59:59,999;104.0
2005-06-10, 00:00:00,000;2005-06-10, 00:59:59,999;56.0
2005-06-10, 01:00:00,000;2005-06-10, 01:59:59,999;51.0
2005-06-10, 02:00:00,000;2005-06-10, 02:59:59,999;37.0
2005-06-10, 03:00:00,000;2005-06-10, 03:59:59,999;21.0
2005-06-10, 04:00:00,000;2005-06-10, 04:59:59,999;38.0
2005-06-10, 05:00:00,000;2005-06-10, 05:59:59,999;116.0
2005-06-10, 06:00:00,000;2005-06-10, 06:59:59,999;224.0
2005-06-10, 07:00:00,000;2005-06-10, 07:59:59,999;383.0
2005-06-10, 08:00:00,000;2005-06-10, 08:59:59,999;381.0
2005-06-10, 09:00:00,000;2005-06-10, 09:59:59,999;400.0
2005-06-10, 10:00:00,000;2005-06-10, 10:59:59,999;294.0
2005-06-10, 11:00:00,000;2005-06-10, 11:59:59,999;300.0
2005-06-10, 12:00:00,000;2005-06-10, 12:59:59,999;341.0
2005-06-10, 13:00:00,000;2005-06-10, 13:59:59,999;332.0
2005-06-10, 14:00:00,000;2005-06-10, 14:59:59,999;456.0
2005-06-10, 15:00:00,000;2005-06-10, 15:59:59,999;449.0
2005-06-10, 16:00:00,000;2005-06-10, 16:59:59,999;336.0
2005-06-10, 17:00:00,000;2005-06-10, 17:59:59,999;360.0
2005-06-10, 18:00:00,000;2005-06-10, 18:59:59,999;346.0
2005-06-10, 19:00:00,000;2005-06-10, 19:59:59,999;339.0
2005-06-10, 20:00:00,000;2005-06-10, 20:59:59,999;214.0
2005-06-10, 21:00:00,000;2005-06-10, 21:59:59,999;265.0
2005-06-10, 22:00:00,000;2005-06-10, 22:59:59,999;475.0
2005-06-10, 23:00:00,000;2005-06-10, 23:59:59,999;326.0
2005-06-11, 00:00:00,000;2005-06-11, 00:59:59,999;107.0
2005-06-11, 01:00:00,000;2005-06-11, 01:59:59,999;69.0
2005-06-11, 02:00:00,000;2005-06-11, 02:59:59,999;63.0
2005-06-11, 03:00:00,000;2005-06-11, 03:59:59,999;47.0
2005-06-11, 04:00:00,000;2005-06-11, 04:59:59,999;56.0
2005-06-11, 05:00:00,000;2005-06-11, 05:59:59,999;54.0
2005-06-11, 06:00:00,000;2005-06-11, 06:59:59,999;119.0
2005-06-11, 07:00:00,000;2005-06-11, 07:59:59,999;170.0
2005-06-11, 08:00:00,000;2005-06-11, 08:59:59,999;198.0
2005-06-11, 09:00:00,000;2005-06-11, 09:59:59,999;286.0
2005-06-11, 10:00:00,000;2005-06-11, 10:59:59,999;306.0
2005-06-11, 11:00:00,000;2005-06-11, 11:59:59,999;309.0
2005-06-11, 12:00:00,000;2005-06-11, 12:59:59,999;323.0
2005-06-11, 13:00:00,000;2005-06-11, 13:59:59,999;335.0
2005-06-11, 14:00:00,000;2005-06-11, 14:59:59,999;318.0
2005-06-11, 15:00:00,000;2005-06-11, 15:59:59,999;351.0
2005-06-11, 16:00:00,000;2005-06-11, 16:59:59,999;355.0
2005-06-11, 17:00:00,000;2005-06-11, 17:59:59,999;379.0
2005-06-11, 18:00:00,000;2005-06-11, 18:59:59,999;275.0
2005-06-11, 19:00:00,000;2005-06-11, 19:59:59,999;259.0
2005-06-11, 20:00:00,000;2005-06-11, 20:59:59,999;280.0
2005-06-11, 21:00:00,000;2005-06-11, 21:59:59,999;504.0
2005-06-11, 22:00:00,000;2005-06-11, 22:59:59,999;388.0
2005-06-11, 23:00:00,000;2005-06-11, 23:59:59,999;220.0
2005-06-12, 00:00:00,000;2005-06-12, 00:59:59,999;130.0
2005-06-12, 01:00:00,000;2005-06-12, 01:59:59,999;102.0
2005-06-12, 02:00:00,000;2005-06-12, 02:59:59,999;103.0
2005-06-12, 03:00:00,000;2005-06-12, 03:59:59,999;57.0
2005-06-12, 04:00:00,000;2005-06-12, 04:59:59,999;42.0
2005-06-12, 05:00:00,000;2005-06-12, 05:59:59,999;40.0
2005-06-12, 06:00:00,000;2005-06-12, 06:59:59,999;59.0
2005-06-12, 07:00:00,000;2005-06-12, 07:59:59,999;98.0
2005-06-12, 08:00:00,000;2005-06-12, 08:59:59,999;125.0
2005-06-12, 09:00:00,000;2005-06-12, 09:59:59,999;215.0
2005-06-12, 10:00:00,000;2005-06-12, 10:59:59,999;268.0
2005-06-12, 11:00:00,000;2005-06-12, 11:59:59,999;351.0
2005-06-12, 12:00:00,000;2005-06-12, 12:59:59,999;293.0
2005-06-12, 13:00:00,000;2005-06-12, 13:59:59,999;322.0
2005-06-12, 14:00:00,000;2005-06-12, 14:59:59,999;344.0
2005-06-12, 15:00:00,000;2005-06-12, 15:59:59,999;427.0
2005-06-12, 16:00:00,000;2005-06-12, 16:59:59,999;536.0
2005-06-12, 17:00:00,000;2005-06-12, 17:59:59,999;335.0
2005-06-12, 18:00:00,000;2005-06-12, 18:59:59,999;281.0
2005-06-12, 19:00:00,000;2005-06-12, 19:59:59,999;254.0
2005-06-12, 20:00:00,000;2005-06-12, 20:59:59,999;189.0
2005-06-12, 21:00:00,000;2005-06-12, 21:59:59,999;179.0
2005-06-12, 22:00:00,000;2005-06-12, 22:59:59,999;150.0
2005-06-12, 23:00:00,000;2005-06-12, 23:59:59,999;124.0
2005-06-13, 00:00:00,000;2005-06-13, 00:59:59,999;63.0
2005-06-13, 01:00:00,000;2005-06-13, 01:59:59,999;39.0
2005-06-13, 02:00:00,000;2005-06-13, 02:59:59,999;36.0
2005-06-13, 03:00:00,000;2005-06-13, 03:59:59,999;28.0
2005-06-13, 04:00:00,000;2005-06-13, 04:59:59,999;34.0
2005-06-13, 05:00:00,000;2005-06-13, 05:59:59,999;101.0
2005-06-13, 06:00:00,000;2005-06-13, 06:59:59,999;205.0
2005-06-13, 07:00:00,000;2005-06-13, 07:59:59,999;416.0
2005-06-13, 08:00:00,000;2005-06-13, 08:59:59,999;380.0
2005-06-13, 09:00:00,000;2005-06-13, 09:59:59,999;361.0
2005-06-13, 10:00:00,000;2005-06-13, 10:59:59,999;346.0
2005-06-13, 11:00:00,000;2005-06-13, 11:59:59,999;311.0
2005-06-13, 12:00:00,000;2005-06-13, 12:59:59,999;289.0
2005-06-13, 13:00:00,000;2005-06-13, 13:59:59,999;334.0
2005-06-13, 14:00:00,000;2005-06-13, 14:59:59,999;420.0
2005-06-13, 15:00:00,000;2005-06-13, 15:59:59,999;471.0
2005-06-13, 16:00:00,000;2005-06-13, 16:59:59,999;430.0
2005-06-13, 17:00:00,000;2005-06-13, 17:59:59,999;370.0
2005-06-13, 18:00:00,000;2005-06-13, 18:59:59,999;369.0
2005-06-13, 19:00:00,000;2005-06-13, 19:59:59,999;317.0
2005-06-13, 20:00:00,000;2005-06-13, 20:59:59,999;231.0
2005-06-13, 21:00:00,000;2005-06-13, 21:59:59,999;205.0
2005-06-13, 22:00:00,000;2005-06-13, 22:59:59,999;123.0
2005-06-13, 23:00:00,000;2005-06-13, 23:59:59,999;95.0
2005-06-14, 00:00:00,000;2005-06-14, 00:59:59,999;50.0
2005-06-14, 01:00:00,000;2005-06-14, 01:59:59,999;32.0
2005-06-14, 02:00:00,000;2005-06-14, 02:59:59,999;14.0
2005-06-14, 03:00:00,000;2005-06-14, 03:59:59,999;20.0
2005-06-14, 04:00:00,000;2005-06-14, 04:59:59,999;47.0
2005-06-14, 05:00:00,000;2005-06-14, 05:59:59,999;96.0
2005-06-14, 06:00:00,000;2005-06-14, 06:59:59,999;257.0
2005-06-14, 07:00:00,000;2005-06-14, 07:59:59,999;456.0
2005-06-14, 08:00:00,000;2005-06-14, 08:59:59,999;405.0
2005-06-14, 09:00:00,000;2005-06-14, 09:59:59,999;401.0
2005-06-14, 10:00:00,000;2005-06-14, 10:59:59,999;317.0
2005-06-14, 11:00:00,000;2005-06-14, 11:59:59,999;303.0
2005-06-14, 12:00:00,000;2005-06-14, 12:59:59,999;373.0
2005-06-14, 13:00:00,000;2005-06-14, 13:59:59,999;320.0
2005-06-14, 14:00:00,000;2005-06-14, 14:59:59,999;364.0
2005-06-14, 15:00:00,000;2005-06-14, 15:59:59,999;432.0
2005-06-14, 16:00:00,000;2005-06-14, 16:59:59,999;327.0
2005-06-14, 17:00:00,000;2005-06-14, 17:59:59,999;355.0
2005-06-14, 18:00:00,000;2005-06-14, 18:59:59,999;447.0
2005-06-14, 19:00:00,000;2005-06-14, 19:59:59,999;299.0
2005-06-14, 20:00:00,000;2005-06-14, 20:59:59,999;219.0
2005-06-14, 21:00:00,000;2005-06-14, 21:59:59,999;181.0
2005-06-14, 22:00:00,000;2005-06-14, 22:59:59,999;151.0
2005-06-14, 23:00:00,000;2005-06-14, 23:59:59,999;100.0
2005-06-15, 00:00:00,000;2005-06-15, 00:59:59,999;63.0
2005-06-15, 01:00:00,000;2005-06-15, 01:59:59,999;54.0
2005-06-15, 02:00:00,000;2005-06-15, 02:59:59,999;30.0
2005-06-15, 03:00:00,000;2005-06-15, 03:59:59,999;15.0
2005-06-15, 04:00:00,000;2005-06-15, 04:59:59,999;42.0
2005-06-15, 05:00:00,000;2005-06-15, 05:59:59,999;90.0
2005-06-15, 06:00:00,000;2005-06-15, 06:59:59,999;242.0
2005-06-15, 07:00:00,000;2005-06-15, 07:59:59,999;403.0
2005-06-15, 08:00:00,000;2005-06-15, 08:59:59,999;345.0
2005-06-15, 09:00:00,000;2005-06-15, 09:59:59,999;139.0
2005-06-15, 10:00:00,000;2005-06-15, 10:59:59,999;3.0
2005-06-15, 11:00:00,000;2005-06-15, 11:59:59,999;284.0
2005-06-15, 12:00:00,000;2005-06-15, 12:59:59,999;284.0
2005-06-15, 13:00:00,000;2005-06-15, 13:59:59,999;300.0
2005-06-15, 14:00:00,000;2005-06-15, 14:59:59,999;440.0
2005-06-15, 15:00:00,000;2005-06-15, 15:59:59,999;456.0
2005-06-15, 16:00:00,000;2005-06-15, 16:59:59,999;464.0
2005-06-15, 17:00:00,000;2005-06-15, 17:59:59,999;421.0
2005-06-15, 18:00:00,000;2005-06-15, 18:59:59,999;313.0
2005-06-15, 19:00:00,000;2005-06-15, 19:59:59,999;357.0
2005-06-15, 20:00:00,000;2005-06-15, 20:59:59,999;240.0
2005-06-15, 21:00:00,000;2005-06-15, 21:59:59,999;216.0
2005-06-15, 22:00:00,000;2005-06-15, 22:59:59,999;158.0
2005-06-15, 23:00:00,000;2005-06-15, 23:59:59,999;110.0
2005-06-16, 00:00:00,000;2005-06-16, 00:59:59,999;61.0
2005-06-16, 01:00:00,000;2005-06-16, 01:59:59,999;33.0
2005-06-16, 02:00:00,000;2005-06-16, 02:59:59,999;43.0
2005-06-16, 03:00:00,000;2005-06-16, 03:59:59,999;25.0
2005-06-16, 04:00:00,000;2005-06-16, 04:59:59,999;30.0
2005-06-16, 05:00:00,000;2005-06-16, 05:59:59,999;105.0
2005-06-16, 06:00:00,000;2005-06-16, 06:59:59,999;219.0
2005-06-16, 07:00:00,000;2005-06-16, 07:59:59,999;411.0
2005-06-16, 08:00:00,000;2005-06-16, 08:59:59,999;451.0
2005-06-16, 09:00:00,000;2005-06-16, 09:59:59,999;361.0
2005-06-16, 10:00:00,000;2005-06-16, 10:59:59,999;332.0
2005-06-16, 11:00:00,000;2005-06-16, 11:59:59,999;337.0
2005-06-16, 12:00:00,000;2005-06-16, 12:59:59,999;349.0
2005-06-16, 13:00:00,000;2005-06-16, 13:59:59,999;281.0
2005-06-16, 14:00:00,000;2005-06-16, 14:59:59,999;352.0
2005-06-16, 15:00:00,000;2005-06-16, 15:59:59,999;402.0
2005-06-16, 16:00:00,000;2005-06-16, 16:59:59,999;349.0
2005-06-16, 17:00:00,000;2005-06-16, 17:59:59,999;308.0
2005-06-16, 18:00:00,000;2005-06-16, 18:59:59,999;340.0
2005-06-16, 19:00:00,000;2005-06-16, 19:59:59,999;325.0
2005-06-16, 20:00:00,000;2005-06-16, 20:59:59,999;220.0
2005-06-16, 21:00:00,000;2005-06-16, 21:59:59,999;202.0
2005-06-16, 22:00:00,000;2005-06-16, 22:59:59,999;147.0
2005-06-16, 23:00:00,000;2005-06-16, 23:59:59,999;87.0
2005-06-17, 00:00:00,000;2005-06-17, 00:59:59,999;66.0
2005-06-17, 01:00:00,000;2005-06-17, 01:59:59,999;51.0
2005-06-17, 02:00:00,000;2005-06-17, 02:59:59,999;30.0
2005-06-17, 03:00:00,000;2005-06-17, 03:59:59,999;16.0
2005-06-17, 04:00:00,000;2005-06-17, 04:59:59,999;37.0
2005-06-17, 05:00:00,000;2005-06-17, 05:59:59,999;112.0
2005-06-17, 06:00:00,000;2005-06-17, 06:59:59,999;239.0
2005-06-17, 07:00:00,000;2005-06-17, 07:59:59,999;367.0
2005-06-17, 08:00:00,000;2005-06-17, 08:59:59,999;453.0
2005-06-17, 09:00:00,000;2005-06-17, 09:59:59,999;350.0
2005-06-17, 10:00:00,000;2005-06-17, 10:59:59,999;309.0
2005-06-17, 11:00:00,000;2005-06-17, 11:59:59,999;293.0
2005-06-17, 12:00:00,000;2005-06-17, 12:59:59,999;347.0
2005-06-17, 13:00:00,000;2005-06-17, 13:59:59,999;367.0
2005-06-17, 14:00:00,000;2005-06-17, 14:59:59,999;407.0
2005-06-17, 15:00:00,000;2005-06-17, 15:59:59,999;420.0
2005-06-17, 16:00:00,000;2005-06-17, 16:59:59,999;367.0
2005-06-17, 17:00:00,000;2005-06-17, 17:59:59,999;369.0
2005-06-17, 18:00:00,000;2005-06-17, 18:59:59,999;461.0
2005-06-17, 19:00:00,000;2005-06-17, 19:59:59,999;347.0
2005-06-17, 20:00:00,000;2005-06-17, 20:59:59,999;264.0
2005-06-17, 21:00:00,000;2005-06-17, 21:59:59,999;213.0
2005-06-17, 22:00:00,000;2005-06-17, 22:59:59,999;171.0
2005-06-17, 23:00:00,000;2005-06-17, 23:59:59,999;166.0
2005-06-18, 00:00:00,000;2005-06-18, 00:59:59,999;98.0
2005-06-18, 01:00:00,000;2005-06-18, 01:59:59,999;82.0
2005-06-18, 02:00:00,000;2005-06-18, 02:59:59,999;70.0
2005-06-18, 03:00:00,000;2005-06-18, 03:59:59,999;36.0
2005-06-18, 04:00:00,000;2005-06-18, 04:59:59,999;32.0
2005-06-18, 05:00:00,000;2005-06-18, 05:59:59,999;39.0
2005-06-18, 06:00:00,000;2005-06-18, 06:59:59,999;130.0
2005-06-18, 07:00:00,000;2005-06-18, 07:59:59,999;229.0
2005-06-18, 08:00:00,000;2005-06-18, 08:59:59,999;259.0
2005-06-18, 09:00:00,000;2005-06-18, 09:59:59,999;357.0
2005-06-18, 10:00:00,000;2005-06-18, 10:59:59,999;338.0
2005-06-18, 11:00:00,000;2005-06-18, 11:59:59,999;312.0
2005-06-18, 12:00:00,000;2005-06-18, 12:59:59,999;321.0
2005-06-18, 13:00:00,000;2005-06-18, 13:59:59,999;290.0
2005-06-18, 14:00:00,000;2005-06-18, 14:59:59,999;308.0
2005-06-18, 15:00:00,000;2005-06-18, 15:59:59,999;307.0
2005-06-18, 16:00:00,000;2005-06-18, 16:59:59,999;335.0
2005-06-18, 17:00:00,000;2005-06-18, 17:59:59,999;314.0
2005-06-18, 18:00:00,000;2005-06-18, 18:59:59,999;325.0
2005-06-18, 19:00:00,000;2005-06-18, 19:59:59,999;327.0
2005-06-18, 20:00:00,000;2005-06-18, 20:59:59,999;259.0
2005-06-18, 21:00:00,000;2005-06-18, 21:59:59,999;209.0
2005-06-18, 22:00:00,000;2005-06-18, 22:59:59,999;259.0
2005-06-18, 23:00:00,000;2005-06-18, 23:59:59,999;232.0
2005-06-19, 00:00:00,000;2005-06-19, 00:59:59,999;122.0
2005-06-19, 01:00:00,000;2005-06-19, 01:59:59,999;100.0
2005-06-19, 02:00:00,000;2005-06-19, 02:59:59,999;98.0
2005-06-19, 03:00:00,000;2005-06-19, 03:59:59,999;39.0
2005-06-19, 04:00:00,000;2005-06-19, 04:59:59,999;30.0
2005-06-19, 05:00:00,000;2005-06-19, 05:59:59,999;38.0
2005-06-19, 06:00:00,000;2005-06-19, 06:59:59,999;78.0
2005-06-19, 07:00:00,000;2005-06-19, 07:59:59,999;98.0
2005-06-19, 08:00:00,000;2005-06-19, 08:59:59,999;141.0
2005-06-19, 09:00:00,000;2005-06-19, 09:59:59,999;183.0
2005-06-19, 10:00:00,000;2005-06-19, 10:59:59,999;247.0
2005-06-19, 11:00:00,000;2005-06-19, 11:59:59,999;315.0
2005-06-19, 12:00:00,000;2005-06-19, 12:59:59,999;284.0
2005-06-19, 13:00:00,000;2005-06-19, 13:59:59,999;265.0
2005-06-19, 14:00:00,000;2005-06-19, 14:59:59,999;322.0
2005-06-19, 15:00:00,000;2005-06-19, 15:59:59,999;278.0
2005-06-19, 16:00:00,000;2005-06-19, 16:59:59,999;270.0
2005-06-19, 17:00:00,000;2005-06-19, 17:59:59,999;238.0
2005-06-19, 18:00:00,000;2005-06-19, 18:59:59,999;321.0
2005-06-19, 19:00:00,000;2005-06-19, 19:59:59,999;238.0
2005-06-19, 20:00:00,000;2005-06-19, 20:59:59,999;236.0
2005-06-19, 21:00:00,000;2005-06-19, 21:59:59,999;235.0
2005-06-19, 22:00:00,000;2005-06-19, 22:59:59,999;189.0
2005-06-19, 23:00:00,000;2005-06-19, 23:59:59,999;98.0
2005-06-20, 00:00:00,000;2005-06-20, 00:59:59,999;62.0
2005-06-20, 01:00:00,000;2005-06-20, 01:59:59,999;48.0
2005-06-20, 02:00:00,000;2005-06-20, 02:59:59,999;27.0
2005-06-20, 03:00:00,000;2005-06-20, 03:59:59,999;18.0
2005-06-20, 04:00:00,000;2005-06-20, 04:59:59,999;44.0
2005-06-20, 05:00:00,000;2005-06-20, 05:59:59,999;109.0
2005-06-20, 06:00:00,000;2005-06-20, 06:59:59,999;241.0
2005-06-20, 07:00:00,000;2005-06-20, 07:59:59,999;424.0
2005-06-20, 08:00:00,000;2005-06-20, 08:59:59,999;354.0
2005-06-20, 09:00:00,000;2005-06-20, 09:59:59,999;354.0
2005-06-20, 10:00:00,000;2005-06-20, 10:59:59,999;354.0
2005-06-20, 11:00:00,000;2005-06-20, 11:59:59,999;275.0
2005-06-20, 12:00:00,000;2005-06-20, 12:59:59,999;332.0
2005-06-20, 13:00:00,000;2005-06-20, 13:59:59,999;331.0
2005-06-20, 14:00:00,000;2005-06-20, 14:59:59,999;325.0
2005-06-20, 15:00:00,000;2005-06-20, 15:59:59,999;479.0
2005-06-20, 16:00:00,000;2005-06-20, 16:59:59,999;346.0
2005-06-20, 17:00:00,000;2005-06-20, 17:59:59,999;319.0
2005-06-20, 18:00:00,000;2005-06-20, 18:59:59,999;245.0
2005-06-20, 19:00:00,000;2005-06-20, 19:59:59,999;253.0
2005-06-20, 20:00:00,000;2005-06-20, 20:59:59,999;241.0
2005-06-20, 21:00:00,000;2005-06-20, 21:59:59,999;233.0
2005-06-20, 22:00:00,000;2005-06-20, 22:59:59,999;144.0
2005-06-20, 23:00:00,000;2005-06-20, 23:59:59,999;78.0
2005-06-21, 00:00:00,000;2005-06-21, 00:59:59,999;52.0
2005-06-21, 01:00:00,000;2005-06-21, 01:59:59,999;28.0
2005-06-21, 02:00:00,000;2005-06-21, 02:59:59,999;29.0
2005-06-21, 03:00:00,000;2005-06-21, 03:59:59,999;25.0
2005-06-21, 04:00:00,000;2005-06-21, 04:59:59,999;40.0
2005-06-21, 05:00:00,000;2005-06-21, 05:59:59,999;117.0
2005-06-21, 06:00:00,000;2005-06-21, 06:59:59,999;228.0
2005-06-21, 07:00:00,000;2005-06-21, 07:59:59,999;415.0
2005-06-21, 08:00:00,000;2005-06-21, 08:59:59,999;366.0
2005-06-21, 09:00:00,000;2005-06-21, 09:59:59,999;366.0
2005-06-21, 10:00:00,000;2005-06-21, 10:59:59,999;327.0
2005-06-21, 11:00:00,000;2005-06-21, 11:59:59,999;271.0
2005-06-21, 12:00:00,000;2005-06-21, 12:59:59,999;343.0
2005-06-21, 13:00:00,000;2005-06-21, 13:59:59,999;300.0
2005-06-21, 14:00:00,000;2005-06-21, 14:59:59,999;347.0
2005-06-21, 15:00:00,000;2005-06-21, 15:59:59,999;366.0
2005-06-21, 16:00:00,000;2005-06-21, 16:59:59,999;416.0
2005-06-21, 17:00:00,000;2005-06-21, 17:59:59,999;345.0
2005-06-21, 18:00:00,000;2005-06-21, 18:59:59,999;401.0
2005-06-21, 19:00:00,000;2005-06-21, 19:59:59,999;296.0
2005-06-21, 20:00:00,000;2005-06-21, 20:59:59,999;216.0
2005-06-21, 21:00:00,000;2005-06-21, 21:59:59,999;232.0
2005-06-21, 22:00:00,000;2005-06-21, 22:59:59,999;127.0
2005-06-21, 23:00:00,000;2005-06-21, 23:59:59,999;106.0
2005-06-22, 00:00:00,000;2005-06-22, 00:59:59,999;53.0
2005-06-22, 01:00:00,000;2005-06-22, 01:59:59,999;49.0
2005-06-22, 02:00:00,000;2005-06-22, 02:59:59,999;28.0
2005-06-22, 03:00:00,000;2005-06-22, 03:59:59,999;24.0
2005-06-22, 04:00:00,000;2005-06-22, 04:59:59,999;34.0
2005-06-22, 05:00:00,000;2005-06-22, 05:59:59,999;100.0
2005-06-22, 06:00:00,000;2005-06-22, 06:59:59,999;233.0
2005-06-22, 07:00:00,000;2005-06-22, 07:59:59,999;421.0
2005-06-22, 08:00:00,000;2005-06-22, 08:59:59,999;460.0
2005-06-22, 09:00:00,000;2005-06-22, 09:59:59,999;383.0
2005-06-22, 10:00:00,000;2005-06-22, 10:59:59,999;352.0
2005-06-22, 11:00:00,000;2005-06-22, 11:59:59,999;363.0
2005-06-22, 12:00:00,000;2005-06-22, 12:59:59,999;286.0
2005-06-22, 13:00:00,000;2005-06-22, 13:59:59,999;292.0
2005-06-22, 14:00:00,000;2005-06-22, 14:59:59,999;307.0
2005-06-22, 15:00:00,000;2005-06-22, 15:59:59,999;416.0
2005-06-22, 16:00:00,000;2005-06-22, 16:59:59,999;382.0
2005-06-22, 17:00:00,000;2005-06-22, 17:59:59,999;372.0
2005-06-22, 18:00:00,000;2005-06-22, 18:59:59,999;368.0
2005-06-22, 19:00:00,000;2005-06-22, 19:59:59,999;300.0
2005-06-22, 20:00:00,000;2005-06-22, 20:59:59,999;230.0
2005-06-22, 21:00:00,000;2005-06-22, 21:59:59,999;272.0
2005-06-22, 22:00:00,000;2005-06-22, 22:59:59,999;169.0
2005-06-22, 23:00:00,000;2005-06-22, 23:59:59,999;133.0
2005-06-23, 00:00:00,000;2005-06-23, 00:59:59,999;83.0
2005-06-23, 01:00:00,000;2005-06-23, 01:59:59,999;59.0
2005-06-23, 02:00:00,000;2005-06-23, 02:59:59,999;30.0
2005-06-23, 03:00:00,000;2005-06-23, 03:59:59,999;29.0
2005-06-23, 04:00:00,000;2005-06-23, 04:59:59,999;51.0
2005-06-23, 05:00:00,000;2005-06-23, 05:59:59,999;106.0
2005-06-23, 06:00:00,000;2005-06-23, 06:59:59,999;246.0
2005-06-23, 07:00:00,000;2005-06-23, 07:59:59,999;389.0
2005-06-23, 08:00:00,000;2005-06-23, 08:59:59,999;421.0
2005-06-23, 09:00:00,000;2005-06-23, 09:59:59,999;376.0
2005-06-23, 10:00:00,000;2005-06-23, 10:59:59,999;370.0
2005-06-23, 11:00:00,000;2005-06-23, 11:59:59,999;340.0
2005-06-23, 12:00:00,000;2005-06-23, 12:59:59,999;358.0
2005-06-23, 13:00:00,000;2005-06-23, 13:59:59,999;NaN
2005-06-23, 14:00:00,000;2005-06-23, 14:59:59,999;NaN
2005-06-23, 15:00:00,000;2005-06-23, 15:59:59,999;512.0
2005-06-23, 16:00:00,000;2005-06-23, 16:59:59,999;380.0
2005-06-23, 17:00:00,000;2005-06-23, 17:59:59,999;304.0
2005-06-23, 18:00:00,000;2005-06-23, 18:59:59,999;366.0
2005-06-23, 19:00:00,000;2005-06-23, 19:59:59,999;308.0
2005-06-23, 20:00:00,000;2005-06-23, 20:59:59,999;229.0
2005-06-23, 21:00:00,000;2005-06-23, 21:59:59,999;192.0
